Totalsales;Travel To
69;MATERA
113,83;No_Travel To
276,21;No_Travel To
-52,51;FIRENZE
116,14;No_Travel To
259,91;No_Travel To
210;TORINO
146,12;No_Travel To
233,65;No_Travel To
109;TRIESTE
256;TRIESTE
138;TRIESTE
632;LECCE
240;TRIESTE
300;TRIESTE
-300;TRIESTE
267;TRIESTE
237,17;No_Travel To
186;BARI
276;BARI
207;BARI
-276;BARI
100;MARSALA
195,59;No_Travel To
302;LECCE
237;LECCE
134;PORDENONE
50,75;ROMA
69;ROMA
180,5;No_Travel To
198;LAMPEDUSA
246,44;No_Travel To
246,44;No_Travel To
82,8;VENEZIA
335,45;No_Travel To
65,7;VENEZIA
256;CATANIA
216;CATANIA
280;CATANIA
396;CATANIA
37,15;No_Travel To
76;PISA
98,6;LAMPEDUSA
80,1;ROMA
79;MAGLIANO SABINA
226,8;ROMA
158;MAGLIANO SABINA
180;LAMPEDUSA
68,18;CAGLIARI
199,6;No_Travel To
90,96;No_Travel To
55,39;No_Travel To
96,87;No_Travel To
59;ROMA
139,36;BOLZANO
153;BOLZANO
-139,36;BOLZANO
40,39;ROMA
61;TRIESTE
70;ROVERETO
59;NOVARA
109;BOLOGNA
66;TRIESTE
-61;TRIESTE
89;PORTO SAN GIORG
45;PORTO SAN GIORG
-45;PORTO SAN GIORG
269,38;No_Travel To
143,89;No_Travel To
214;CAVENAGO DI BRI
200,25;ROMA
69,42;ROMA
210;VENEZIA
71;LECCE
1196;LECCE
74;PISA
100;LAMPEDUSA
165;FOLIGNO
160;BOLOGNA
94,5;LAIVES
55;MURAVERA
-55;MURAVERA
170,92;MODENA
61,33;No_Travel To
216;MANFREDONIA
169,08;MANFREDONIA
188;MODENA
165;FOLIGNO
50;MONZA
80;BOLOGNA
99;CATANIA
52,51;ROMA
101,5;ROMA
-101,5;ROMA
124;LIVORNO
521,25;ROMA
104,25;ROMA
117;BRESCIA
117;BRESCIA
46,38;No_Travel To
200,32;No_Travel To
521,25;ROMA
115;ROMA
-100;ROMA
100;LAMPEDUSA
104;ROMA
521,25;ROMA
80;MATERA
-80;MATERA
95,7;REGGIO CALABRIA
157,15;No_Travel To
236,83;No_Travel To
521,25;ROMA
160;PORTO SAN GIORG
521,25;ROMA
312,75;ROMA
-521,25;ROMA
142;MILANO
194,56;MARSEILLE
132,62;CAGLIARI
1100,96;MOMBASA
132,62;CAGLIARI
446,84;BRUXELLES
132,62;FIUMICINO
591,27;KONYA
130,62;CAGLIARI
810,18;MOMBASA
227,93;VENEZIA
210,28;FIUMICINO
196,79;FIUMICINO
235,66;PARIGI
2325,72;CAYENNE
134,33;PISA
358,08;BORDEAUX
132,62;FIUMICINO
557,27;KONYA
2038,04;CAYENNE
57,79;FIUMICINO
327,66;BIRMINGHAM
344,27;CAGLIARI
227,93;VENEZIA
130,62;FIUMICINO
-130,62;FIUMICINO
132,62;FIUMICINO
365,9;FIUMICINO
531,84;BRUXELLES
57,79;FIUMICINO
178,65;CAGLIARI
57,79;FIUMICINO
553,25;BORDEAUX
534,89;CAGLIARI
786,11;CAGLIARI
132,62;CAGLIARI
519,97;BORDEAUX
132,62;FIUMICINO
132,62;CAGLIARI
130,62;CAGLIARI
132,62;FIUMICINO
-132,62;FIUMICINO
132,62;FIUMICINO
557,27;KONYA
113,66;BRUXELLES
294,97;FIUMICINO
132,62;CAGLIARI
56,79;FIUMICINO
256,97;CAGLIARI
226,37;GENOVA
123,18;FIUMICINO
91,9;BRUXELLES
130,62;FIUMICINO
132,62;CAGLIARI
57,79;FIUMICINO
327,66;BIRMINGHAM
344,27;CAGLIARI
396,93;BORDEAUX
57,79;FIUMICINO
327,66;BIRMINGHAM
344,27;CAGLIARI
74,83;CAGLIARI
57,79;FIUMICINO
185,9;FIUMICINO
455,08;VENEZIA
610,33;KONYA
132,62;CAGLIARI
423,08;VENEZIA
-363,08;VENEZIA
254,3;BYDGOSZCZ
185,84;FIUMICINO
407,13;NIZZA
519,97;BORDEAUX
130,62;CAGLIARI
57,79;FIUMICINO
130,62;CAGLIARI
398,87;CAGLIARI
383,06;CATANIA
130,62;CAGLIARI
486,66;TOLOUSE
185,84;FIUMICINO
400,6;FIUMICINO
376,38;PARIGI
-376,38;PARIGI
282,96;FIUMICINO
220,77;FIUMICINO
109,72;BASILEA
74,83;CAGLIARI
310,88;FIUMICINO
242,31;NIZZA
479,84;BRINDISI
234,32;LAMEZIA TERME
424,66;ATENE
159,69;FIUMICINO
284,45;LUXEMGOURG
754,01;TOLOUSE
1603,33;WASHINGTON
132,62;FIUMICINO
-132,62;FIUMICINO
132,62;CAGLIARI
132,62;CAGLIARI
336,97;CAGLIARI
132,62;CAGLIARI
132,62;CAGLIARI
132,62;CAGLIARI
132,62;CAGLIARI
423,97;BRINDISI
132,62;FIUMICINO
169,06;CATANIA
113,06;CATANIA
113,06;CATANIA
173,06;CATANIA
397,08;VENEZIA
578,84;BRUXELLES
721,29;HAMBURG
1219,29;NORFOLK
531,84;BRUXELLES
373,37;GENOVA
482,51;BRUXELLES
282,36;CASABLANCA
130,62;CAGLIARI
397,04;PALERMO
159,96;LAMPEDUSA
130,62;CAGLIARI
501,23;CASABLANCA
57,79;FIUMICINO
476,08;VENEZIA
542,36;CASABLANCA
138,93;FIUMICINO
273,04;PALERMO
261,32;LAMEZIA TERME
578,84;BRUXELLES
132,62;CAGLIARI
132,62;CAGLIARI
254,27;BYDGOSZCZ
284,45;LUXEMGOURG
683,11;AMSTERDAM
132,62;FIUMICINO
412,9;FIUMICINO
184,56;MARSEILLE
132,12;NAPOLI
356,04;PALERMO
76,75;PALERMO
76,75;PALERMO
27;PALERMO
-73,75;PALERMO
438,41;COPENAGHEN
130,62;CAGLIARI
2551,04;CAYENNE
197,05;FIUMICINO
199,66;PARIGI
740,11;LONDRA
216,04;PALERMO
157,96;LAMPEDUSA
330,04;PALERMO
157,96;LAMPEDUSA
216,04;PALERMO
157,96;LAMPEDUSA
342,68;PARIGI
1044,04;CAYENNE
188,96;PARIGI
1044,04;CAYENNE
168,16;FIUMICINO
132,62;CAGLIARI
404,66;ATENE
124,69;FIUMICINO
962,84;BRUXELLES
151,99;NAPOLI
432;AIX EN PROVENCE
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
1717,12;SAN FRANCISCO
-1355,07;SAN FRANCISCO
902,85;KONYA
14;FIUMICINO
14;ROMA
193;No_Travel To
52,3;ROMA
52,3;NAPOLI
109,8;MILANO
109,8;ROMA
79,7;GENOVA
8,4;GENOVA
79,7;ROMA
17;ALASSIO
12,5;GENOVA
51,86;No_Travel To
210,02;MILANO
14;FIUMICINO
2,6;PRATO CENTRALE
8,4;FIRENZE
109,25;PARAY VIEILLE P
-109,25;PARAY VIEILLE P
84,55;PARAY VIEILLE P
440,95;LA TESTE DE BUC
485,5;LA TESTE DE BUC
-440,95;LA TESTE DE BUC
88,9;PADOVA
96,3;ROMA
86,2;PARAY VIEILLE P
131,36;PARIGI
902,85;KONYA
351;PARIGI
79,8;PARAY VIEILLE P
110,74;LUDLOW
151,94;BIRMINGHAM
36;LA TESTE DE BUC
90,65;LA TESTE DE BUC
194;AIX EN PROVENCE
92,82;FIUMICINO
684,9;THE HAGUE
74,5;VENEZIA
74,5;ROMA
52,3;ROMA
52,3;NAPOLI
10,46;ROMA
10,46;NAPOLI
-52,3;ROMA
-52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;NAPOLI
-52,3;NAPOLI
42,8;ROMA
42,8;NAPOLI
421,5;MAISSIN
42,8;ROMA
42,8;NAPOLI
114,3;TORINO
114,3;ROMA
74,5;VERONA
74,5;ROMA
52,3;ROMA
52,3;NAPOLI
256,08;KONYA
171,5;KONYA
14;FIUMICINO
65;BRUXELLES
14;ROMA
-65;BRUXELLES
105,3;ROMA
105,3;VENEZIA
410,49;LE PIAN MEDOC
14;FIUMICINO
104,9;LA TESTE DE BUC
855;LA TESTE DE BUC
14;FIUMICINO
14;ROMA
902,85;KONYA
51,86;No_Travel To
109;No_Travel To
14;FIUMICINO
14;ROMA
130,96;CAGLIARI
14;ROMA
39,5;SALERNO
39,5;ROMA
89,12;No_Travel To
87,36;No_Travel To
17;ALASSIO
79,7;GENOVA
8,4;GENOVA
79,7;ROMA
12,5;GENOVA
52,3;ROMA
155,5;No_Travel To
151,65;No_Travel To
110,74;LUDLOW
151,94;BIRMINGHAM
42,8;NAPOLI
356;LA TESTE DE BUC
65;MERIGNAC
39,5;ROMA
39,5;NAPOLI
110,74;LUDLOW
151,94;BIRMINGHAM
37;MARSEILLE
194;AIX EN PROVENCE
74,5;TORINO
74,5;ROMA
722,54;KONYA
42,8;ROMA
42,8;NAPOLI
52,3;ROMA
52,3;NAPOLI
145,87;TOLOUSE
129;TOULOUSE
39,5;ROMA
39,5;NAPOLI
91,38;HYERES
104,9;LA TESTE DE BUC
855;LA TESTE DE BUC
11,9;MODENA
68,4;BOLOGNA
68,4;ROMA
3,85;BOLOGNA
203;CATANIA
228,5;No_Travel To
-225,5;No_Travel To
196,42;No_Travel To
439,76;KELSTERBACH
193,2;KELSTERBACH
-439,76;KELSTERBACH
42,8;ROMA
42,8;NAPOLI
109;TOULOUSE
56,05;LES MUREAUX
109,8;ROMA
16,2;MILANO
109,8;MILANO
74,5;TORINO
74,5;ROMA
108,75;BRUXELLES
164;PARIGI
20,96;CASABLANCA
110;ROMA
110;NAPOLI
90,9;VERONA
90,9;ROMA
110;ROMA
393,86;CASABLANCA
-305,01;CASABLANCA
109,8;ROMA
86,5;MILANO
89,38;TOULON
8;FIUMICINO
8;ROMA
39,5;ROMA
39,5;NAPOLI
7,28;OLBIA
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
88,9;PADOVA
96,3;ROMA
50;No_Travel To
588;ATENE
74,5;ROMA
74,5;MILANO
52,3;ROMA
52,3;NAPOLI
4,7;SALERNO
34,9;LAMEZIA TERME
47,5;SALERNO
9;NAPOLI
109,8;MILANO
109,8;ROMA
74,5;TORINO
74,5;ROMA
318;LUXEMBOURG
298;TOULOUSE
149;TOULOUSE
-298;TOULOUSE
2397,66;WASHINGTON
110;ROMA
42,8;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
3,45;VENEZIA
31,4;BOLOGNA
31,4;VENEZIA
3,45;MEOLO
3,45;VENEZIA
31,4;BOLOGNA
31,4;VENEZIA
3,45;MEOLO
74,5;ROMA
74,5;MILANO
30,5;No_Travel To
52,3;ROMA
52,3;NAPOLI
105,3;VENEZIA
105,3;ROMA
52,3;NAPOLI
42,8;ROMA
52,3;NAPOLI
52,3;NAPOLI
39,5;ROMA
39,5;NAPOLI
114,3;TORINO
114,3;ROMA
107;ROMA
107;MILANO
39,5;ROMA
39,5;NAPOLI
117;HAMBURG
477,43;SUFFOLK
39;NAPOLI
106,5;BRUXELLES
262,5;EL JADIDA
39,9;ROMA
34,9;NAPOLI
42,8;ROMA
34,9;NAPOLI
-2968,91;MALINDI
-3287,01;MALINDI
-7578,37;MALINDI
105,3;VENEZIA
19,45;TRIESTE
68,4;ROMA
105;CASABLANCA
210;CASABLANCA
-105;CASABLANCA
39,5;ROMA
39,5;NAPOLI
93,6;GENOVA
274,55;CAGLIARI
63,9;ROMA
54,9;GENOVA
54,9;ROMA
74,9;GENOVA
20,96;CASABLANCA
262,5;EL JADIDA
49,9;LAMEZIA TERME
49,9;ROMA
105,3;BOLOGNA
105,3;NAPOLI
139,5;BRUXELLES
105,3;VENEZIA
105,3;ROMA
105,3;VENEZIA
105,3;ROMA
59,9;TORINO
79,9;ROMA
49,9;LAMEZIA TERME
75;ROMA
74,5;TORINO
74,5;ROMA
426;BYDGOSZCZ
110;ROMA
110;ROMA
318;LUXEMBOURG
110;ROMA
110;ROMA
109,8;MILANO
109,8;ROMA
126,95;NIZZA
34,48;NIZZA
74,83;ALGHERO
673,42;NEWARK
533,22;SCHEVENINGEN
171,5;KONYA
256,09;KONYA
428;AIX EN PROVENCE
22,86;TORINO
114,3;TORINO
-114,3;TORINO
22,86;ROMA
114,3;ROMA
-114,3;ROMA
145,34;LONDRA
140,7;LONDRA
18,18;VERONA
90,9;VERONA
18,18;ROMA
90,9;ROMA
-90,9;VERONA
-90,9;ROMA
96,7;PARAY VIEILLE P
140,7;LONDRA
39,5;ROMA
39,5;NAPOLI
90,9;VERONA
90,9;ROMA
110;ROMA
91,9;PARAY VIEILLE P
93,6;ROMA
93,6;GENOVA
42,8;ROMA
42,8;NAPOLI
91,9;PARAY VIEILLE P
96,3;PADOVA
426;No_Travel To
-634,7;No_Travel To
1130,8;No_Travel To
20,96;CASABLANCA
42,8;ROMA
14;FIUMICINO
513;ATENE
19;ROMA
39,9;NAPOLI
151;LONDRA
140,7;LONDRA
132;MANFREDONIA
344,27;No_Travel To
250,39;No_Travel To
55;CELANO
176,72;MANFREDONIA
105;PAVIA
160;ALASSIO
440;MONTEGROTTO TER
74,5;PADUA
496,81;No_Travel To
964,02;No_Travel To
191,87;No_Travel To
1158,45;No_Travel To
574,57;No_Travel To
137,29;No_Travel To
445,22;No_Travel To
73;COLLEGNO
440;MONTEGROTTO TER
217,51;No_Travel To
227,95;No_Travel To
74,3;ROMA
226;FRASCATI
236;FRASCATI
-236;FRASCATI
457,79;No_Travel To
158,97;No_Travel To
99;ROMA
356,73;No_Travel To
288,7;No_Travel To
217,51;No_Travel To
349,7;No_Travel To
124;CAGLIARI
167,21;No_Travel To
222;CASTELVOLTURNO
128;NARNI
511,07;BRINDISI
71,1;ROMA
218,95;No_Travel To
207,9;No_Travel To
166,56;No_Travel To
160;ALASSIO
118;NARNI
503,02;BRINDISI
108;FIUMICINO
81;PISA
123,58;No_Travel To
70;TREVISO
70;TREVISO
80;TREVISO
-80;TREVISO
201,84;No_Travel To
50,24;No_Travel To
70;TREVISO
208;ROMA
253,08;No_Travel To
304,5;ROMA
-369,04;ROMA
251,3;No_Travel To
73,43;No_Travel To
139;MODENA
65;CELANO
55;CELANO
175,5;ROMA
307,04;ROMA
236;ROMA
66,76;No_Travel To
296,01;ROMA
122,32;No_Travel To
119;CAGLIARI
64;CAGLIARI
-119;CAGLIARI
386,4;CATANIA
469,36;CATANIA
-386,4;CATANIA
329,99;No_Travel To
249,07;No_Travel To
348;PREGANZIOL
316,8;TREVISO
300;ASSEMINI
174,25;No_Travel To
300;ASSEMINI
108,36;No_Travel To
190,09;No_Travel To
189;VILLAFRANCA DI
75;QUARTU SANT''EL
220,07;No_Travel To
332;LECCE
62,05;ROMA
62,05;ROMA
-62,05;ROMA
70,3;ROMA
148,6;ROMA
107,1;ROMA
208;ROMA
170;PISA
208,34;No_Travel To
57;GROSSETO
74,5;PADUA
110;GROSSETO
55;GROSSETO
80,1;LAMEZIA TERME
264,6;TARQUINIA
105;PAVIA
171,37;No_Travel To
68;TORRE A MARE
-68;TORRE A MARE
177,75;No_Travel To
228,84;No_Travel To
71;QUARTU SANT''EL
55,9;ROMA
71,2;ROMA
377,12;BOLOGNA
525;BOLOGNA
542;BOLOGNA
202,03;No_Travel To
233,02;No_Travel To
264,6;TARQUINIA
116,82;OTRANTO
144,36;No_Travel To
168,9;No_Travel To
96,25;No_Travel To
319,07;No_Travel To
88,68;No_Travel To
60;ROMA
148;ROMA
140;VEDELAGO
228,99;ROMA
79;ROMA
120;ROMA
160,64;MANFREDONIA
236,83;No_Travel To
211,64;PERO
316;LECCE
211,11;No_Travel To
70;ANGUILLARA SABA
377,12;BOLOGNA
128,94;No_Travel To
600;BOLOGNA
542;BOLOGNA
237;CATANIA
256;CATANIA
340;MONTEGROTTO TER
162;CATANIA
-162;CATANIA
408;CATANIA
340;MONTEGROTTO TER
248,01;CATANIA
70;TREVISO
70;TREVISO
89;TORINO
350;CASTELVOLTURNO
79;ROMA
184,76;No_Travel To
79;MAGLIANO SABINA
147,8;No_Travel To
119;CAGLIARI
64;CAGLIARI
-119;CAGLIARI
130;LAMPEDUSA
59;CASTELVOLTURNO
88,68;No_Travel To
110,04;No_Travel To
160,39;No_Travel To
70;TRIESTE
70;ROVERETO
482,4;ROMA
482,4;ROMA
-482,4;ROMA
88,5;CAGLIARI
92,56;ROMA
72,98;ROMA
79;ROMA
130,39;No_Travel To
113,42;MILANO
113,42;MILANO
-113,42;MILANO
70;TREVISO
81,88;ROMA
70,31;ROMA
75;LAMPEDUSA
74,41;No_Travel To
65;PERUGIA
238,44;ROMA
177,66;ROMA
158;MAGLIANO SABINA
363,6;BOLOGNA
525;BOLOGNA
542;BOLOGNA
76,5;ROMA
170,92;MODENA
133;BASELGA DI PINE
377,12;BOLOGNA
360;MODENA
300;BOLOGNA
542;BOLOGNA
377,12;BOLOGNA
372;MODENA
600;BOLOGNA
542;BOLOGNA
188;MODENA
57,2;MONZA
-50;MONZA
65;PERUGIA
125,5;PERUGIA
133;BASELGA DI PINE
134;FORLI
377,12;BOLOGNA
360;MODENA
300;BOLOGNA
542;BOLOGNA
169,95;No_Travel To
103;TORINO
155,73;No_Travel To
65;LAMEZIA TERME
45,4;ROMA
45,65;ROMA
65;ROMA
72,98;ROMA
69,9;ROMA
120;PAVIA
67;MONTICHIARI
44,1;MANFREDONIA
104,25;ROMA
-521,25;ROMA
408;MODENA
73;COLLEGNO
-73;COLLEGNO
75;LAMPEDUSA
-75;LAMPEDUSA
166,93;No_Travel To
104,25;ROMA
-521,25;ROMA
107;SAVONA
330;FORLI
372;MODENA
222;CASTELVOLTURNO
75;TAVARNELLE VAL
225;LAMPEDUSA
225;LAMPEDUSA
225;LAMPEDUSA
101,64;No_Travel To
99,99;No_Travel To
104,25;ROMA
-521,25;ROMA
75;MATERA
44,1;MANFREDONIA
93,1;MANFREDONIA
69;ROMA
85;VENEZIA
75;MONTEGROTTO TER
104,25;ROMA
-521,25;ROMA
254,31;No_Travel To
164;CAGLIARI
372;MODENA
102,6;ROMA
198;TREVISO
132,62;CAGLIARI
132,62;CAGLIARI
574,21;KONYA
132,62;FIUMICINO
278,65;FIUMICINO
97;FIUMICINO
130,62;CAGLIARI
429,3;BRUXELLES
132,62;CAGLIARI
132,62;CAGLIARI
517,52;BRUXELLES
132,62;CAGLIARI
-1290;CAYENNE
132,62;FIUMICINO
-132,62;FIUMICINO
-927;CAYENNE
132,62;FIUMICINO
278,65;FIUMICINO
500,61;NIZZA
696,61;NIZZA
308,36;PARIGI
2224,69;CAYENNE
224,66;MADRID
158,43;BRUXELLES
222,25;FIUMICINO
73;FIUMICINO
209,4;FIUMICINO
-209,4;FIUMICINO
212,46;CIAMPINO
313,3;BRUXELLES
132,62;CAYENNE
318,36;CAYENNE
-132,62;CAYENNE
137;PARIGI
337,53;FIRENZE
74,83;CAGLIARI
60,7;CIAMPINO
-531,84;BRUXELLES
132,62;FIUMICINO
278,65;FIUMICINO
120;FIUMICINO
342,89;FIUMICINO
60;CAGLIARI
132,62;FIUMICINO
773,17;RIAD-RE KHALID
132,62;FIUMICINO
132,62;CAGLIARI
524,61;NIZZA
132,62;FIUMICINO
132,62;CAGLIARI
57,79;FIUMICINO
132,62;FIUMICINO
74,83;CAGLIARI
130,62;FIUMICINO
684,23;MUNCHIN
132,62;FIUMICINO
579,3;BRUXELLES
508,52;BRUXELLES
132,62;FIUMICINO
132,62;FIUMICINO
132,62;FIUMICINO
132,62;CAGLIARI
453,71;PARIGI
369,66;TOLOUSE
501,63;FIUMICINO
132,62;FIUMICINO
508,65;FIUMICINO
574,21;KONYA
348,04;TOLOUSE
57,79;FIUMICINO
435,06;BORDEAUX
165,81;PARIGI
312,37;CAGLIARI
714,3;BRUXELLES
551,45;LUXEMGOURG
262,48;MALAGA
132,62;CAGLIARI
132,62;CAGLIARI
132,62;CAGLIARI
314,01;CAGLIARI
127,79;CAGLIARI
385,57;CAGLIARI
76,39;CAGLIARI
404,06;CATANIA
144,03;MILANO
-144,03;MILANO
281;BOLOGNA
483,3;BRUXELLES
416,34;ESENBOGA
428,52;BRUXELLES
335,38;FIUMICINO
660,84;TOLOUSE
-335,38;FIUMICINO
132,62;FIUMICINO
132,62;FIUMICINO
873,8;MOMBASA
181,09;WARSAW
132,62;CAGLIARI
202,21;ESENBOGA
246,91;FIUMICINO
348,04;TOLOUSE
373,66;BRUXELLES
296,46;FIUMICINO
211;FIUMICINO
132,62;FIUMICINO
132,62;CAGLIARI
132,62;CAGLIARI
74,83;CAGLIARI
164,74;CATANIA
185,23;FIUMICINO
132,62;CAGLIARI
132,62;CAGLIARI
321,96;CATANIA
130,06;CATANIA
221,06;CATANIA
281,96;CATANIA
578,33;CASABLANCA
182,66;BERLIN
209,83;CATANIA
423,04;PALERMO
159,96;LAMPEDUSA
434,04;PALERMO
159,96;LAMPEDUSA
132,62;FIUMICINO
130,62;FIUMICINO
-130,62;FIUMICINO
130,62;FIUMICINO
261,56;SEVILLE
290,36;PARIGI
261,6;FRANCOFORTE
261,56;SEVILLE
773,17;RIAD-RE KHALID
392,31;FIUMICINO
215,83;VERONA
82,95;FIUMICINO
578,33;CASABLANCA
115,83;LAMPEDUSA
163,21;FIUMICINO
370,32;LAMEZIA TERME
363,66;BRUXELLES
325,64;FIUMICINO
132,62;CAGLIARI
132,62;CAGLIARI
312,06;CATANIA
469,45;LUXEMGOURG
73,83;CAGLIARI
125,83;PISA
477,58;FIUMICINO
422,64;MOMBASA
696,04;AMSTERDAM
947,65;CAYENNE
275,46;FIUMICINO
86,99;FIUMICINO
109,66;BARCELLONA
132,62;FIUMICINO
331,3;BRUXELLES
103,1;FIUMICINO
132,62;CAGLIARI
236,56;NIZZA
132,62;FIUMICINO
236,56;NIZZA
204,49;BASILEA
518,76;AMSTERDAM
856,84;BRINDISI
251,06;ATENE
145,69;NAPOLI
441,45;LUXEMGOURG
380,95;FIUMICINO
311,45;NIZZA
14;FIUMICINO
14;ROMA
307,55;KONYA
169,35;KONYA
732,16;KONYA
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
52,3;ROMA
52,3;NAPOLI
14;FIUMICINO
14;ROMA
149;BRUXELLES
-149;BRUXELLES
25;VENEZIA
25;VENEZIA
111,6;MILANO
111,6;ROMA
169,35;KONYA
96,38;HYERES
45;ROCHEFORT
-150;ROCHEFORT
123,5;PARAY VIEILLE P
86,5;MILANO
86,5;ROMA
109,8;MILANO
86,5;ROMA
92,5;MADRID
85;ROCHEFORT
52,52;No_Travel To
102,4;PARAY VIEILLE P
1273,34;CAYENNE
-102,4;PARAY VIEILLE P
96,7;PARAY VIEILLE P
-96,7;PARAY VIEILLE P
85;CAYENNE
27,1;GROSSETO
26,9;NAPOLI
23,9;ROMA
48,5;SALERNO
54,2;ROMA
169,35;KONYA
732,16;KONYA
699,66;KONYA
325,12;KONYA
14;FIUMICINO
309,46;RIYADH
14;FIUMICINO
112,79;HYERES
184;ISTRES
185,6;ISTRES
-184;ISTRES
14;FIUMICINO
14;ROMA
4,8;COMO
74,9;MILANO
7,2;MILANO
122;ROMA
53,2;SALERNO
53,2;ROMA
354,78;BUCAREST
53,1;BUCHAREST
-56,97;No_Travel To
1296,34;CAYENNE
102,25;PARAY VIEILLE P
52,3;ROMA
52,3;NAPOLI
109,8;MILANO
109,8;ROMA
252,84;TOULOUSE
169,35;KONYA
333,6;KONYA
307,55;KONYA
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
39,5;ROMA
39,5;NAPOLI
456;BYDGOSZCZ
576;LE PIAN MEDOC
140,1;BRUXELLES
130,5;MESSANCY
70,55;ALMERIA
196,42;No_Travel To
210,98;BRUXELLES
104,74;BRUXELLES
115;BRUXELLES
53,2;NAPOLI
112;ROMA
49,5;ROMA
49,5;MILANO
52,3;ROMA
52,3;NAPOLI
52,3;NAPOLI
53,2;ROMA
53,2;NAPOLI
117,71;PARIGI
63;BLAGNAC
50;LAMEZIA TERME
50;SALERNO
9,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
954;BYDGOSZCZ
39,5;SALERNO
39,5;ROMA
2173,5;WASHINGTON
-2397,66;WASHINGTON
110;ROMA
3,45;VENEZIA
24,9;BOLOGNA
24,9;VENEZIA
3,45;MEOLO
3,45;VENEZIA
39;BOLOGNA
3,45;VENEZIA
39;BOLOGNA
39;VENEZIA
3,45;MEOLO
42,8;NAPOLI
42,8;ROMA
52,3;ROMA
42,8;NAPOLI
42,8;ROMA
42,8;NAPOLI
43,7;ROMA
43,7;NAPOLI
109,8;MILANO
109,8;ROMA
103,6;ROMA
103,6;MILANO
362;NORFOLK
175;EL JADIDA
192,16;BERLIN
151,68;FIUMICINO
72,9;ROMA
81,7;VILLA S. GIOVAN
55;ROMA
55;NAPOLI
11;NAPOLI
-55;NAPOLI
42,8;NAPOLI
55;ROMA
55;NAPOLI
56;ROMA
56;NAPOLI
56;ROMA
59;NAPOLI
34,5;ROMA
34,5;NAPOLI
105,3;VENEZIA
19,45;TRIESTE
68,4;ROMA
68,4;BOLOGNA
68,4;ROMA
234;MAZAGON
15,99;PARIGI
161;PARIGI
80,15;DARMSTADT
234;MAZAGON
309,46;RIYADH
44,9;ROMA
49,9;GENOVA
159;EL JADIDA
8;FIUMICINO
8;ROMA
111,6;MILANO
111,6;ROMA
71,3;LAMEZIA TERME
71,3;ROMA
52,3;ROMA
52,3;NAPOLI
149,75;BRUXELLES
34,5;ROMA
34,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
54,9;LAMEZIA TERME
49,9;ROMA
54,9;LAMEZIA TERME
49,9;ROMA
110;ROMA
112;ROMA
111,6;ROMA
111,6;MILANO
146,29;CIAMPINO
266,38;CATANIA
303,4;SHELTON
1338,81;SCHEVENINGEN
240,63;PARIGI
120,25;PARAY VIEILLE P
110;ROMA
110;ROMA
72,99;PORTO
107,64;TORREIRA
109,8;ROMA
109,8;MILANO
24,7;RIMINI
58;BOLOGNA
58;ROMA
20;BOLOGNA
50;No_Travel To
163,6;No_Travel To
163,6;No_Travel To
81,8;No_Travel To
52,3;NAPOLI
115;LA SEYNE SUR ME
96,3;ROMA
115;LA SEYNE SUR ME
456;ATENE
54;CAGLIARI
70;GROSSETO
374,84;No_Travel To
140;TARQUINIA
38,7;No_Travel To
294,89;No_Travel To
54;CAGLIARI
171,9;No_Travel To
91;MILANO
168,9;No_Travel To
110;GROSSETO
107;FIUMICINO
79;ANCONA
183,26;No_Travel To
956,89;No_Travel To
107,1;ROMA
162,6;FIRENZE
55,3;No_Travel To
102,85;NAPOLI
175,25;No_Travel To
88,68;No_Travel To
57;GROSSETO
306,04;FRASCATI
198,3;No_Travel To
160,96;No_Travel To
143,4;No_Travel To
168,9;No_Travel To
174,18;No_Travel To
84,44;No_Travel To
174,55;No_Travel To
262,8;No_Travel To
168,9;No_Travel To
240,3;ROMA
171,58;No_Travel To
441,09;No_Travel To
188,97;No_Travel To
104;ROMA
245;NARNI
100,49;No_Travel To
105;CAGLIARI
77,4;No_Travel To
160,56;No_Travel To
128,27;No_Travel To
190,56;No_Travel To
212;RHO
143,41;No_Travel To
311,33;No_Travel To
107,1;ROMA
195;ROMA
90;POZZUOLI
205,5;NAPOLI
59;GROSSETO
164,21;No_Travel To
80;FIUMICINO
162,99;No_Travel To
165,41;No_Travel To
133,5;ROMA
150;ASSEMINI
218,92;No_Travel To
382,69;No_Travel To
132,11;No_Travel To
133,03;No_Travel To
292;ASSEMINI
168,9;No_Travel To
170;ASSEMINI
245,66;No_Travel To
104;PISA
95;LIVORNO
252,27;No_Travel To
94;ROMA
89;ROMA
80;MALBORGHETTO VA
60;TREVISO
68;ROMA
105,3;ROMA
